% f evaluations | g evaluations | best noise-free fitness - Fopt (7.135000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.650476606e+01 +1.278547661e+02 +1.278547661e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +3.883263149e+00 +7.523326315e+01 +7.523326315e+01 -8.3640e-01 +2.0925e+00 +2.0925e+00
33 0 +2.782634961e+00 +7.413263496e+01 +7.413263496e+01 +1.5168e+00 +1.5168e+00 -3.5352e+00
896 0 +1.734774386e+00 +7.308477439e+01 +7.308477439e+01 +5.2047e-01 +1.1156e+00 -1.0560e+00
915 0 +1.249154290e+00 +7.259915429e+01 +7.259915429e+01 +5.2047e-01 +1.1156e+00 -9.9345e-01
939 0 +9.074021019e-01 +7.225740210e+01 +7.225740210e+01 +5.2047e-01 +1.1156e+00 -1.0091e+00
974 0 +8.381691459e-01 +7.218816915e+01 +7.218816915e+01 +5.1999e-01 +1.1156e+00 -1.0096e+00
15948 0 +7.881846645e-01 +7.213818466e+01 +7.213818466e+01 -1.4195e+00 -9.0246e-01 -9.2075e-01
30000 0 +7.701764446e-01 +7.212017644e+01 +7.212017644e+01 -1.4196e+00 -9.0235e-01 -9.2074e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.552200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.157138576e+02 -2.395061424e+02 -2.395061424e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +1.131421476e+02 -2.420778524e+02 -2.420778524e+02 -2.9289e+00 +0.0000e+00 +0.0000e+00
3 0 +4.169522667e+01 -3.135247733e+02 -3.135247733e+02 -8.3640e-01 +2.0925e+00 +2.0925e+00
4 0 +3.631282352e+01 -3.189071765e+02 -3.189071765e+02 -5.0215e+00 -2.0925e+00 -2.0925e+00
8 0 +2.487398074e+01 -3.303460193e+02 -3.303460193e+02 +0.0000e+00 -2.9289e+00 +0.0000e+00
30 0 +1.653200853e+01 -3.386879915e+02 -3.386879915e+02 +1.5168e+00 +7.1099e-01 +1.5168e+00
53 0 +1.181022081e+01 -3.434097792e+02 -3.434097792e+02 +0.0000e+00 -8.0583e-01 +1.5390e+00
104 0 +7.414429797e+00 -3.478055702e+02 -3.478055702e+02 +2.0013e+00 +4.2624e-01 +1.0006e+00
123 0 +6.803597416e+00 -3.484164026e+02 -3.484164026e+02 +1.8762e+00 +4.2624e-01 +1.0006e+00
124 0 +5.777344721e+00 -3.494426553e+02 -3.494426553e+02 +2.1264e+00 +4.2624e-01 +1.0006e+00
127 0 +4.917898731e+00 -3.503021013e+02 -3.503021013e+02 +2.1264e+00 +4.2624e-01 +8.7557e-01
130 0 +3.431179890e+00 -3.517888201e+02 -3.517888201e+02 +2.2515e+00 +4.2624e-01 +8.7557e-01
132 0 +2.499881099e+00 -3.527201189e+02 -3.527201189e+02 +2.2515e+00 +5.5132e-01 +8.7557e-01
138 0 +1.973899912e+00 -3.532461001e+02 -3.532461001e+02 +2.2515e+00 +6.7640e-01 +1.0006e+00
144 0 +1.462903627e+00 -3.537570964e+02 -3.537570964e+02 +2.2515e+00 +8.0148e-01 +1.0006e+00
153 0 +1.411637379e+00 -3.538083626e+02 -3.538083626e+02 +2.1889e+00 +8.0148e-01 +1.0006e+00
157 0 +9.686231740e-01 -3.542513768e+02 -3.542513768e+02 +2.1889e+00 +8.0148e-01 +9.3811e-01
169 0 +5.270041849e-01 -3.546929958e+02 -3.546929958e+02 +2.1889e+00 +7.7021e-01 +9.0684e-01
178 0 +2.163882608e-01 -3.550036117e+02 -3.550036117e+02 +2.2046e+00 +7.7021e-01 +9.0684e-01
192 0 +1.608899211e-01 -3.550591101e+02 -3.550591101e+02 +2.2046e+00 +7.7803e-01 +9.0684e-01
201 0 +1.086433038e-01 -3.551113567e+02 -3.551113567e+02 +2.2006e+00 +7.7803e-01 +9.0684e-01
216 0 +9.823243418e-02 -3.551217676e+02 -3.551217676e+02 +2.2026e+00 +7.7998e-01 +9.0684e-01
229 0 +8.561227120e-02 -3.551343877e+02 -3.551343877e+02 +2.2016e+00 +7.7998e-01 +9.0782e-01
264 0 +7.838381950e-02 -3.551416162e+02 -3.551416162e+02 +2.2016e+00 +7.8084e-01 +9.0782e-01
14432 0 +6.553924883e-02 -3.551544608e+02 -3.551544608e+02 +1.9396e-01 -1.4597e+00 +1.2407e+00
14445 0 +5.609081143e-02 -3.551639092e+02 -3.551639092e+02 +1.9493e-01 -1.4597e+00 +1.2407e+00
14448 0 +4.924096251e-02 -3.551707590e+02 -3.551707590e+02 +1.9493e-01 -1.4587e+00 +1.2397e+00
14482 0 +4.435256063e-02 -3.551756474e+02 -3.551756474e+02 +1.9518e-01 -1.4597e+00 +1.2394e+00
15069 0 +2.162885332e-02 -3.551983711e+02 -3.551983711e+02 -2.3688e+00 +2.6719e+00 -1.0006e+00
15086 0 +1.806373089e-02 -3.552019363e+02 -3.552019363e+02 -2.3688e+00 +2.6729e+00 -9.9967e-01
15094 0 +1.520325558e-02 -3.552047967e+02 -3.552047967e+02 -2.3683e+00 +2.6729e+00 -9.9967e-01
15102 0 +1.345156257e-02 -3.552065484e+02 -3.552065484e+02 -2.3683e+00 +2.6739e+00 -9.9918e-01
15104 0 +1.226204035e-02 -3.552077380e+02 -3.552077380e+02 -2.3683e+00 +2.6739e+00 -9.9869e-01
15114 0 +9.077416925e-03 -3.552109226e+02 -3.552109226e+02 -2.3681e+00 +2.6741e+00 -9.9869e-01
15131 0 +8.911816318e-03 -3.552110882e+02 -3.552110882e+02 -2.3681e+00 +2.6742e+00 -9.9869e-01
21799 0 +6.089162575e-03 -3.552139108e+02 -3.552139108e+02 +1.2528e+00 -2.3622e-01 +1.2977e+00
21801 0 +3.287509583e-03 -3.552167125e+02 -3.552167125e+02 +1.2528e+00 -2.3622e-01 +1.2899e+00
21811 0 +1.483255389e-03 -3.552185167e+02 -3.552185167e+02 +1.2528e+00 -2.4013e-01 +1.2899e+00
21813 0 +1.100648892e-03 -3.552188994e+02 -3.552188994e+02 +1.2528e+00 -2.4013e-01 +1.2860e+00
21825 0 +2.040774192e-04 -3.552197959e+02 -3.552197959e+02 +1.2528e+00 -2.4208e-01 +1.2840e+00
21840 0 +7.253577041e-05 -3.552199275e+02 -3.552199275e+02 +1.2533e+00 -2.4208e-01 +1.2840e+00
21842 0 +2.029776124e-05 -3.552199797e+02 -3.552199797e+02 +1.2533e+00 -2.4160e-01 +1.2840e+00
21843 0 +1.604913189e-05 -3.552199840e+02 -3.552199840e+02 +1.2533e+00 -2.4160e-01 +1.2835e+00
21852 0 +8.209336272e-06 -3.552199918e+02 -3.552199918e+02 +1.2536e+00 -2.4160e-01 +1.2835e+00
21854 0 +7.867209149e-06 -3.552199921e+02 -3.552199921e+02 +1.2536e+00 -2.4135e-01 +1.2835e+00
21863 0 +6.246136309e-06 -3.552199938e+02 -3.552199938e+02 +1.2535e+00 -2.4135e-01 +1.2838e+00
21865 0 +4.042502383e-06 -3.552199960e+02 -3.552199960e+02 +1.2535e+00 -2.4147e-01 +1.2838e+00
21867 0 +2.419804332e-06 -3.552199976e+02 -3.552199976e+02 +1.2535e+00 -2.4147e-01 +1.2837e+00
21868 0 +1.805419743e-06 -3.552199982e+02 -3.552199982e+02 +1.2535e+00 -2.4147e-01 +1.2839e+00
21882 0 +1.729094947e-06 -3.552199983e+02 -3.552199983e+02 +1.2535e+00 -2.4147e-01 +1.2839e+00
21884 0 +9.941750250e-07 -3.552199990e+02 -3.552199990e+02 +1.2535e+00 -2.4144e-01 +1.2839e+00
21885 0 +4.330105412e-07 -3.552199996e+02 -3.552199996e+02 +1.2535e+00 -2.4144e-01 +1.2839e+00
21908 0 +3.756194360e-07 -3.552199996e+02 -3.552199996e+02 +1.2535e+00 -2.4144e-01 +1.2839e+00
21918 0 +2.223635533e-07 -3.552199998e+02 -3.552199998e+02 +1.2535e+00 -2.4144e-01 +1.2839e+00
30017 0 +2.037996865e-07 -3.552199998e+02 -3.552199998e+02 +1.2535e+00 -2.4143e-01 +1.2839e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (9.917000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.430728932e+02 +2.422428932e+02 +2.422428932e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +6.181377710e+01 +1.609837771e+02 +1.609837771e+02 -5.0215e+00 -2.0925e+00 -2.0925e+00
5 0 +4.932847628e+01 +1.484984763e+02 +1.484984763e+02 +2.9289e+00 +0.0000e+00 +0.0000e+00
6 0 +2.988994949e+01 +1.290599495e+02 +1.290599495e+02 +5.0215e+00 +2.0925e+00 +2.0925e+00
23 0 +1.701485992e+01 +1.161848599e+02 +1.161848599e+02 -8.0583e-01 +0.0000e+00 +0.0000e+00
28 0 +9.920299391e+00 +1.090902994e+02 +1.090902994e+02 -4.4458e+00 -3.6399e+00 -1.5168e+00
29595 0 +7.023516453e+00 +1.061935165e+02 +1.061935165e+02 -1.9214e+00 -1.2307e+00 +1.2508e-01
29606 0 +5.385835932e+00 +1.045558359e+02 +1.045558359e+02 -1.9214e+00 -1.2307e+00 +6.2541e-02
29619 0 +4.803248890e+00 +1.039732489e+02 +1.039732489e+02 -1.9214e+00 -1.2307e+00 +9.3811e-02
29626 0 +4.032153975e+00 +1.032021540e+02 +1.032021540e+02 -1.9370e+00 -1.2307e+00 +9.3811e-02
29631 0 +3.952777415e+00 +1.031227774e+02 +1.031227774e+02 -1.9370e+00 -1.2307e+00 +1.0945e-01
29642 0 +3.276556348e+00 +1.024465563e+02 +1.024465563e+02 -1.9370e+00 -1.2307e+00 +1.0163e-01
29676 0 +3.103066894e+00 +1.022730669e+02 +1.022730669e+02 -1.9370e+00 -1.2297e+00 +1.0358e-01
30000 0 +2.940140657e+00 +1.021101407e+02 +1.021101407e+02 -1.9372e+00 -1.2298e+00 +1.0312e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.179100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.600132960e+01 -4.919086704e+02 -4.919086704e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
12 0 +1.027380590e+01 -5.076361941e+02 -5.076361941e+02 +2.0925e+00 +5.0215e+00 +2.0925e+00
63 0 +9.904201854e+00 -5.080057981e+02 -5.080057981e+02 +6.3843e-02 -3.1857e-01 +7.9700e-01
103 0 +8.234522377e+00 -5.096754776e+02 -5.096754776e+02 -4.2624e-01 +5.0032e-01 -5.0032e-01
113 0 +6.004757891e+00 -5.119052421e+02 -5.119052421e+02 -4.2624e-01 +2.5016e-01 -5.0032e-01
128 0 +5.399056983e+00 -5.125109430e+02 -5.125109430e+02 -4.2624e-01 +2.5016e-01 -3.7524e-01
145 0 +4.470359399e+00 -5.134396406e+02 -5.134396406e+02 -4.2624e-01 +2.5016e-01 -4.0651e-01
155 0 +3.881813776e+00 -5.140281862e+02 -5.140281862e+02 -4.2624e-01 +2.3453e-01 -4.0651e-01
168 0 +3.133150676e+00 -5.147768493e+02 -5.147768493e+02 -4.2624e-01 +2.4234e-01 -4.0651e-01
1128 0 +8.891739359e-01 -5.170208261e+02 -5.170208261e+02 -6.1824e-01 +5.5848e-01 -5.0032e-01
1189 0 +7.788035404e-01 -5.171311965e+02 -5.171311965e+02 -6.1824e-01 +5.5653e-01 -5.0228e-01
1207 0 +6.765189058e-01 -5.172334811e+02 -5.172334811e+02 -6.2019e-01 +5.5848e-01 -5.0423e-01
1220 0 +5.990285359e-01 -5.173109715e+02 -5.173109715e+02 -6.2117e-01 +5.5946e-01 -5.0619e-01
1260 0 +5.617309107e-01 -5.173482691e+02 -5.173482691e+02 -6.2117e-01 +5.5952e-01 -5.0716e-01
30000 0 +5.495975043e-01 -5.173604025e+02 -5.173604025e+02 -6.2120e-01 +5.5957e-01 -5.0720e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.721000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.758449571e+01 +3.037449571e+01 +3.037449571e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +5.314462382e+01 -4.065376175e+00 -4.065376175e+00 -2.9289e+00 +0.0000e+00 +0.0000e+00
4 0 +4.168068345e+01 -1.552931655e+01 -1.552931655e+01 -5.0215e+00 -2.0925e+00 -2.0925e+00
6 0 +1.499533305e+01 -4.221466695e+01 -4.221466695e+01 +5.0215e+00 +2.0925e+00 +2.0925e+00
38 0 +8.714501032e+00 -4.849549897e+01 -4.849549897e+01 -1.5390e+00 -8.0583e-01 +0.0000e+00
58 0 +7.133897274e+00 -5.007610273e+01 -5.007610273e+01 -1.9126e+00 -1.6028e+00 +7.4198e-01
106 0 +5.261208647e+00 -5.194879135e+01 -5.194879135e+01 +1.5010e+00 +2.8204e-03 +4.2341e-01
130 0 +4.983658380e+00 -5.222634162e+01 -5.222634162e+01 +1.5635e+00 +2.8204e-03 +4.2341e-01
153 0 +4.309142067e+00 -5.290085793e+01 -5.290085793e+01 +1.5557e+00 +2.8204e-03 +3.6087e-01
164 0 +3.711357316e+00 -5.349864268e+01 -5.349864268e+01 +1.5557e+00 +2.8204e-03 +3.7651e-01
177 0 +3.544554786e+00 -5.366544521e+01 -5.366544521e+01 +1.5518e+00 +2.8204e-03 +3.8433e-01
